Year	Ag_District	Ag_District_Code	Data_Item	Value	County	JURISDIC_5	Group
1976	NORTHEAST	30	SW, NON-IRRIGATED	29.2	Spokane	53063	SW
1977	NORTHEAST	30	SW, NON-IRRIGATED	8.8	Spokane	53063	SW
1978	NORTHEAST	30	SW, NON-IRRIGATED	42	Spokane	53063	SW
1979	NORTHEAST	30	SW, NON-IRRIGATED	23	Spokane	53063	SW
1980	NORTHEAST	30	SW, NON-IRRIGATED	39	Spokane	53063	SW
1981	NORTHEAST	30	SW, NON-IRRIGATED	16.4	Spokane	53063	SW
1982	NORTHEAST	30	SW, NON-IRRIGATED	42	Spokane	53063	SW
1983	NORTHEAST	30	SW, NON-IRRIGATED	36.9	Spokane	53063	SW
1984	NORTHEAST	30	SW, NON-IRRIGATED	43.8	Spokane	53063	SW
1985	NORTHEAST	30	SW, NON-IRRIGATED	28.5	Spokane	53063	SW
1986	NORTHEAST	30	SW, NON-IRRIGATED	32.4	Spokane	53063	SW
1987	NORTHEAST	30	SW, NON-IRRIGATED	42.4	Spokane	53063	SW
1988	NORTHEAST	30	SW, NON-IRRIGATED	47.7	Spokane	53063	SW
1989	NORTHEAST	30	SW, NON-IRRIGATED	46	Spokane	53063	SW
1990	NORTHEAST	30	SW, NON-IRRIGATED	48.6	Spokane	53063	SW
1991	NORTHEAST	30	SW, NON-IRRIGATED	52	Spokane	53063	SW
1992	NORTHEAST	30	SW, NON-IRRIGATED	44.9	Spokane	53063	SW
1993	NORTHEAST	30	SW, NON-IRRIGATED	47.8	Spokane	53063	SW
1994	NORTHEAST	30	SW, NON-IRRIGATED	36.1	Spokane	53063	SW
1995	NORTHEAST	30	SW, NON-IRRIGATED	56.7	Spokane	53063	SW
2001	NORTHEAST	30	SW, NON-IRRIGATED	48.9	Spokane	53063	SW
2002	NORTHEAST	30	SW, NON-IRRIGATED	50.8	Spokane	53063	SW
1972	NORTHEAST	30	SW, NON-IRRIGATED	32.4	Stevens	53065	SW
1973	NORTHEAST	30	SW, NON-IRRIGATED	23.8	Stevens	53065	SW
1974	NORTHEAST	30	SW, NON-IRRIGATED	22.5	Stevens	53065	SW
1975	NORTHEAST	30	SW, NON-IRRIGATED	25.4	Stevens	53065	SW
1976	NORTHEAST	30	SW, NON-IRRIGATED	21.5	Stevens	53065	SW
1977	NORTHEAST	30	SW, NON-IRRIGATED	15.8	Stevens	53065	SW
1978	NORTHEAST	30	SW, NON-IRRIGATED	42	Stevens	53065	SW
1979	NORTHEAST	30	SW, NON-IRRIGATED	15	Stevens	53065	SW
1981	NORTHEAST	30	SW, NON-IRRIGATED	15.1	Stevens	53065	SW
1982	NORTHEAST	30	SW, NON-IRRIGATED	35.7	Stevens	53065	SW
1983	NORTHEAST	30	SW, NON-IRRIGATED	34.3	Stevens	53065	SW
1984	NORTHEAST	30	SW, NON-IRRIGATED	37.7	Stevens	53065	SW
1985	NORTHEAST	30	SW, NON-IRRIGATED	32.3	Stevens	53065	SW
1986	NORTHEAST	30	SW, NON-IRRIGATED	32.1	Stevens	53065	SW
1987	NORTHEAST	30	SW, NON-IRRIGATED	38.2	Stevens	53065	SW
1988	NORTHEAST	30	SW, NON-IRRIGATED	43.5	Stevens	53065	SW
1989	NORTHEAST	30	SW, NON-IRRIGATED	37.9	Stevens	53065	SW
1990	NORTHEAST	30	SW, NON-IRRIGATED	43.2	Stevens	53065	SW
1991	NORTHEAST	30	SW, NON-IRRIGATED	50	Stevens	53065	SW
1992	NORTHEAST	30	SW, NON-IRRIGATED	45.7	Stevens	53065	SW
1993	NORTHEAST	30	SW, NON-IRRIGATED	42.9	Stevens	53065	SW
1994	NORTHEAST	30	SW, NON-IRRIGATED	29.9	Stevens	53065	SW
2001	NORTHEAST	30	SW, NON-IRRIGATED	27.4	Stevens	53065	SW
2002	NORTHEAST	30	SW, NON-IRRIGATED	33.9	Stevens	53065	SW
2003	NORTHEAST	30	SW, NON-IRRIGATED	20.7	Stevens	53065	SW
2004	NORTHEAST	30	SW, NON-IRRIGATED	35	Stevens	53065	SW
2005	NORTHEAST	30	SW, NON-IRRIGATED	45	Stevens	53065	SW
2006	NORTHEAST	30	SW, NON-IRRIGATED	41.8	Stevens	53065	SW
1973	WESTERN	10	SW, NON-IRRIGATED	45	Thurston	53067	SW
1974	WESTERN	10	SW, NON-IRRIGATED	50	Thurston	53067	SW
1975	WESTERN	10	SW, NON-IRRIGATED	55	Thurston	53067	SW
1976	WESTERN	10	SW, NON-IRRIGATED	50	Thurston	53067	SW
1977	WESTERN	10	SW, NON-IRRIGATED	50	Thurston	53067	SW
1978	WESTERN	10	SW, NON-IRRIGATED	37	Thurston	53067	SW
1979	WESTERN	10	SW, NON-IRRIGATED	40	Thurston	53067	SW
1980	WESTERN	10	SW, NON-IRRIGATED	48	Thurston	53067	SW
1981	WESTERN	10	SW, NON-IRRIGATED	26	Thurston	53067	SW
1972	SOUTHEAST	90	SW, NON-IRRIGATED	31.4	Walla Walla	53071	SW
1973	SOUTHEAST	90	SW, NON-IRRIGATED	29.8	Walla Walla	53071	SW
1974	SOUTHEAST	90	SW, NON-IRRIGATED	25.8	Walla Walla	53071	SW
1975	SOUTHEAST	90	SW, NON-IRRIGATED	29.2	Walla Walla	53071	SW
1976	SOUTHEAST	90	SW, NON-IRRIGATED	30.3	Walla Walla	53071	SW
1977	SOUTHEAST	90	SW, NON-IRRIGATED	10	Walla Walla	53071	SW
1978	SOUTHEAST	90	SW, NON-IRRIGATED	37.4	Walla Walla	53071	SW
1979	SOUTHEAST	90	SW, NON-IRRIGATED	21.3	Walla Walla	53071	SW
1981	SOUTHEAST	90	SW, NON-IRRIGATED	26	Walla Walla	53071	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED	35	Walla Walla	53071	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED	35.5	Walla Walla	53071	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED	45.5	Walla Walla	53071	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED	33.8	Walla Walla	53071	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED	29.5	Walla Walla	53071	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED	40	Walla Walla	53071	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED	43.5	Walla Walla	53071	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED	33.7	Walla Walla	53071	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED	33.9	Walla Walla	53071	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED	41.6	Walla Walla	53071	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED	30.5	Walla Walla	53071	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED	46.9	Walla Walla	53071	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED	37.8	Walla Walla	53071	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED	39.3	Walla Walla	53071	SW
1996	SOUTHEAST	90	SW, NON-IRRIGATED	54.5	Walla Walla	53071	SW
1998	SOUTHEAST	90	SW, NON-IRRIGATED	42.4	Walla Walla	53071	SW
1999	SOUTHEAST	90	SW, NON-IRRIGATED	40.2	Walla Walla	53071	SW
2000	SOUTHEAST	90	SW, NON-IRRIGATED	55.3	Walla Walla	53071	SW
2001	SOUTHEAST	90	SW, NON-IRRIGATED	46.7	Walla Walla	53071	SW
2002	SOUTHEAST	90	SW, NON-IRRIGATED	24.2	Walla Walla	53071	SW
2003	SOUTHEAST	90	SW, NON-IRRIGATED	43.1	Walla Walla	53071	SW
2004	SOUTHEAST	90	SW, NON-IRRIGATED	54.5	Walla Walla	53071	SW
2005	SOUTHEAST	90	SW, NON-IRRIGATED	32.1	Walla Walla	53071	SW
2006	SOUTHEAST	90	SW, NON-IRRIGATED	48.3	Walla Walla	53071	SW
2007	SOUTHEAST	90	SW, NON-IRRIGATED	47	Walla Walla	53071	SW
1972	WESTERN	10	SW, NON-IRRIGATED	35	Whatcom	53073	SW
1973	WESTERN	10	SW, NON-IRRIGATED	35	Whatcom	53073	SW
1974	WESTERN	10	SW, NON-IRRIGATED	45	Whatcom	53073	SW
1976	WESTERN	10	SW, NON-IRRIGATED	55	Whatcom	53073	SW
1977	WESTERN	10	SW, NON-IRRIGATED	55	Whatcom	53073	SW
1978	WESTERN	10	SW, NON-IRRIGATED	53	Whatcom	53073	SW
1986	WESTERN	10	SW, NON-IRRIGATED	66.7	Whatcom	53073	SW
1972	SOUTHEAST	90	SW, NON-IRRIGATED	35	Whitman	53075	SW
1973	SOUTHEAST	90	SW, NON-IRRIGATED	29	Whitman	53075	SW
1974	SOUTHEAST	90	SW, NON-IRRIGATED	30	Whitman	53075	SW
1975	SOUTHEAST	90	SW, NON-IRRIGATED	30.9	Whitman	53075	SW
1976	SOUTHEAST	90	SW, NON-IRRIGATED	33.9	Whitman	53075	SW
1977	SOUTHEAST	90	SW, NON-IRRIGATED	12.7	Whitman	53075	SW
1978	SOUTHEAST	90	SW, NON-IRRIGATED	37	Whitman	53075	SW
1979	SOUTHEAST	90	SW, NON-IRRIGATED	36	Whitman	53075	SW
1981	SOUTHEAST	90	SW, NON-IRRIGATED	26	Whitman	53075	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED	38	Whitman	53075	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED	38	Whitman	53075	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED	41.6	Whitman	53075	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED	39.3	Whitman	53075	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED	42.9	Whitman	53075	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED	49	Whitman	53075	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED	50.8	Whitman	53075	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED	49	Whitman	53075	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED	49.4	Whitman	53075	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED	54.6	Whitman	53075	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED	44.8	Whitman	53075	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED	48.8	Whitman	53075	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED	32	Whitman	53075	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED	44	Whitman	53075	SW
1996	SOUTHEAST	90	SW, NON-IRRIGATED	45.4	Whitman	53075	SW
1972	CENTRAL	20	SW, NON-IRRIGATED	19	Yakima	53077	SW
1974	CENTRAL	20	SW, NON-IRRIGATED	9	Yakima	53077	SW
1975	CENTRAL	20	SW, NON-IRRIGATED	22	Yakima	53077	SW
1976	CENTRAL	20	SW, NON-IRRIGATED	18.2	Yakima	53077	SW
1977	CENTRAL	20	SW, NON-IRRIGATED	6.7	Yakima	53077	SW
1978	CENTRAL	20	SW, NON-IRRIGATED	18	Yakima	53077	SW
1979	CENTRAL	20	SW, NON-IRRIGATED	11	Yakima	53077	SW
1980	CENTRAL	20	SW, NON-IRRIGATED	37	Yakima	53077	SW
1981	CENTRAL	20	SW, NON-IRRIGATED	20	Yakima	53077	SW
1982	CENTRAL	20	SW, NON-IRRIGATED	25	Yakima	53077	SW
1983	CENTRAL	20	SW, NON-IRRIGATED	20	Yakima	53077	SW
1984	CENTRAL	20	SW, NON-IRRIGATED	28	Yakima	53077	SW
1985	CENTRAL	20	SW, NON-IRRIGATED	17.9	Yakima	53077	SW
1986	CENTRAL	20	SW, NON-IRRIGATED	12.1	Yakima	53077	SW
1987	CENTRAL	20	SW, NON-IRRIGATED	30.8	Yakima	53077	SW
1988	CENTRAL	20	SW, NON-IRRIGATED	38.3	Yakima	53077	SW
1989	CENTRAL	20	SW, NON-IRRIGATED	23.2	Yakima	53077	SW
1990	CENTRAL	20	SW, NON-IRRIGATED	16.2	Yakima	53077	SW
1991	CENTRAL	20	SW, NON-IRRIGATED	12.1	Yakima	53077	SW
1992	CENTRAL	20	SW, NON-IRRIGATED	14.7	Yakima	53077	SW
1993	CENTRAL	20	SW, NON-IRRIGATED	17	Yakima	53077	SW
1994	CENTRAL	20	SW, NON-IRRIGATED	16.2	Yakima	53077	SW
1997	CENTRAL	20	SW, NON-IRRIGATED	32.4	Yakima	53077	SW
1998	CENTRAL	20	SW, NON-IRRIGATED	21.5	Yakima	53077	SW
1999	CENTRAL	20	SW, NON-IRRIGATED	24.7	Yakima	53077	SW
2000	CENTRAL	20	SW, NON-IRRIGATED	20.6	Yakima	53077	SW
2001	CENTRAL	20	SW, NON-IRRIGATED	7.3	Yakima	53077	SW
2002	CENTRAL	20	SW, NON-IRRIGATED	16	Yakima	53077	SW
2003	CENTRAL	20	SW, NON-IRRIGATED	24.3	Yakima	53077	SW
2004	CENTRAL	20	SW, NON-IRRIGATED	39.5	Yakima	53077	SW
2005	CENTRAL	20	SW, NON-IRRIGATED	20	Yakima	53077	SW
2006	CENTRAL	20	SW, NON-IRRIGATED	19.4	Yakima	53077	SW
2007	CENTRAL	20	SW, NON-IRRIGATED	29.2	Yakima	53077	SW
2008	CENTRAL	20	SW, NON-IRRIGATED	19.5	Yakima	53077	SW
1973	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	14	Adams	53001	SW
1974	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	16.7	Adams	53001	SW
1981	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	18	Adams	53001	SW
1982	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	34	Adams	53001	SW
1983	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	34.5	Adams	53001	SW
1984	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	38.3	Adams	53001	SW
1985	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	14.3	Adams	53001	SW
1986	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	22	Adams	53001	SW
1987	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	24.1	Adams	53001	SW
1988	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	25	Adams	53001	SW
1989	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	31.5	Adams	53001	SW
1990	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	19.3	Adams	53001	SW
1991	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	18.8	Adams	53001	SW
1992	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	22.8	Adams	53001	SW
1993	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	29.1	Adams	53001	SW
1994	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	15.5	Adams	53001	SW
1995	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	31	Adams	53001	SW
1977	SOUTHEAST	90	SW, NON-IRRIGATED, CC	8	Asotin	53003	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED, CC	46	Asotin	53003	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED, CC	45	Asotin	53003	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40	Asotin	53003	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED, CC	20	Asotin	53003	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED, CC	38	Asotin	53003	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED, CC	44	Asotin	53003	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED, CC	30.5	Asotin	53003	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED, CC	32.5	Asotin	53003	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED, CC	18.3	Asotin	53003	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED, CC	25	Asotin	53003	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED, CC	15	Asotin	53003	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED, CC	35	Asotin	53003	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED, CC	21	Asotin	53003	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED, CC	41.3	Asotin	53003	SW
1982	CENTRAL	20	SW, NON-IRRIGATED, CC	23.9	Benton	53005	SW
1983	CENTRAL	20	SW, NON-IRRIGATED, CC	24.4	Benton	53005	SW
1984	CENTRAL	20	SW, NON-IRRIGATED, CC	34	Benton	53005	SW
1985	CENTRAL	20	SW, NON-IRRIGATED, CC	11.9	Benton	53005	SW
1988	CENTRAL	20	SW, NON-IRRIGATED, CC	35	Benton	53005	SW
1989	CENTRAL	20	SW, NON-IRRIGATED, CC	31	Benton	53005	SW
1990	CENTRAL	20	SW, NON-IRRIGATED, CC	15	Benton	53005	SW
1991	CENTRAL	20	SW, NON-IRRIGATED, CC	12.6	Benton	53005	SW
1993	CENTRAL	20	SW, NON-IRRIGATED, CC	15.2	Benton	53005	SW
1994	CENTRAL	20	SW, NON-IRRIGATED, CC	13.3	Benton	53005	SW
1982	CENTRAL	20	SW, NON-IRRIGATED, CC	28	Chelan	53007	SW
1983	CENTRAL	20	SW, NON-IRRIGATED, CC	30	Chelan	53007	SW
1984	CENTRAL	20	SW, NON-IRRIGATED, CC	33.3	Chelan	53007	SW
1985	CENTRAL	20	SW, NON-IRRIGATED, CC	15	Chelan	53007	SW
1992	CENTRAL	20	SW, NON-IRRIGATED, CC	12.5	Chelan	53007	SW
1994	CENTRAL	20	SW, NON-IRRIGATED, CC	20	Chelan	53007	SW
1977	WESTERN	10	SW, NON-IRRIGATED, CC	30	Clallam	53009	SW
1985	WESTERN	10	SW, NON-IRRIGATED, CC	66	Clallam	53009	SW
1973	WESTERN	10	SW, NON-IRRIGATED, CC	36	Clark	53011	SW
1974	WESTERN	10	SW, NON-IRRIGATED, CC	31	Clark	53011	SW
1975	WESTERN	10	SW, NON-IRRIGATED, CC	30	Clark	53011	SW
1976	WESTERN	10	SW, NON-IRRIGATED, CC	45	Clark	53011	SW
1977	WESTERN	10	SW, NON-IRRIGATED, CC	40	Clark	53011	SW
1978	WESTERN	10	SW, NON-IRRIGATED, CC	48	Clark	53011	SW
1979	WESTERN	10	SW, NON-IRRIGATED, CC	77	Clark	53011	SW
1973	SOUTHEAST	90	SW, NON-IRRIGATED, CC	34	Columbia	53013	SW
1974	SOUTHEAST	90	SW, NON-IRRIGATED, CC	28.6	Columbia	53013	SW
1975	SOUTHEAST	90	SW, NON-IRRIGATED, CC	34	Columbia	53013	SW
1976	SOUTHEAST	90	SW, NON-IRRIGATED, CC	32	Columbia	53013	SW
1977	SOUTHEAST	90	SW, NON-IRRIGATED, CC	15	Columbia	53013	SW
1978	SOUTHEAST	90	SW, NON-IRRIGATED, CC	47	Columbia	53013	SW
1979	SOUTHEAST	90	SW, NON-IRRIGATED, CC	30	Columbia	53013	SW
1981	SOUTHEAST	90	SW, NON-IRRIGATED, CC	29.5	Columbia	53013	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40.5	Columbia	53013	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED, CC	42.2	Columbia	53013	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED, CC	44	Columbia	53013	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED, CC	25.4	Columbia	53013	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40	Columbia	53013	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED, CC	48	Columbia	53013	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40.2	Columbia	53013	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40	Columbia	53013	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED, CC	34.4	Columbia	53013	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED, CC	48.5	Columbia	53013	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED, CC	34.3	Columbia	53013	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED, CC	52.4	Columbia	53013	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED, CC	27.2	Columbia	53013	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED, CC	48	Columbia	53013	SW
1973	WESTERN	10	SW, NON-IRRIGATED, CC	30	Cowlitz	53015	SW
1974	WESTERN	10	SW, NON-IRRIGATED, CC	60	Cowlitz	53015	SW
1976	WESTERN	10	SW, NON-IRRIGATED, CC	56	Cowlitz	53015	SW
1980	WESTERN	10	SW, NON-IRRIGATED, CC	80	Cowlitz	53015	SW
1981	WESTERN	10	SW, NON-IRRIGATED, CC	31	Cowlitz	53015	SW
1974	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	17.2	Douglas	53017	SW
1982	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	25	Douglas	53017	SW
1983	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	31.7	Douglas	53017	SW
1984	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	27.7	Douglas	53017	SW
1985	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	19.5	Douglas	53017	SW
1986	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	20	Douglas	53017	SW
1987	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	32.2	Douglas	53017	SW
1988	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	33	Douglas	53017	SW
1989	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	16	Douglas	53017	SW
1990	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	16	Douglas	53017	SW
1991	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	14.5	Douglas	53017	SW
1992	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	15.3	Douglas	53017	SW
1993	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	34	Douglas	53017	SW
1994	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	17.6	Douglas	53017	SW
1995	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	21	Douglas	53017	SW
1980	NORTHEAST	30	SW, NON-IRRIGATED, CC	30	Ferry	53019	SW
1981	NORTHEAST	30	SW, NON-IRRIGATED, CC	13.5	Ferry	53019	SW
1982	NORTHEAST	30	SW, NON-IRRIGATED, CC	36.7	Ferry	53019	SW
1983	NORTHEAST	30	SW, NON-IRRIGATED, CC	40	Ferry	53019	SW
1984	NORTHEAST	30	SW, NON-IRRIGATED, CC	45	Ferry	53019	SW
1985	NORTHEAST	30	SW, NON-IRRIGATED, CC	30	Ferry	53019	SW
1976	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	14	Franklin	53021	SW
1977	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	8.5	Franklin	53021	SW
1982	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	20	Franklin	53021	SW
1983	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	30	Franklin	53021	SW
1984	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	26.9	Franklin	53021	SW
1985	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	15	Franklin	53021	SW
1986	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	18.8	Franklin	53021	SW
1987	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	26.7	Franklin	53021	SW
1988	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	40	Franklin	53021	SW
1990	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	19.5	Franklin	53021	SW
1991	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	30	Franklin	53021	SW
1992	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	25	Franklin	53021	SW
1993	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	45.7	Franklin	53021	SW
1994	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	20	Franklin	53021	SW
1972	SOUTHEAST	90	SW, NON-IRRIGATED, CC	33	Garfield	53023	SW
1973	SOUTHEAST	90	SW, NON-IRRIGATED, CC	27	Garfield	53023	SW
1974	SOUTHEAST	90	SW, NON-IRRIGATED, CC	33	Garfield	53023	SW
1975	SOUTHEAST	90	SW, NON-IRRIGATED, CC	29.5	Garfield	53023	SW
1976	SOUTHEAST	90	SW, NON-IRRIGATED, CC	31.1	Garfield	53023	SW
1977	SOUTHEAST	90	SW, NON-IRRIGATED, CC	9	Garfield	53023	SW
1978	SOUTHEAST	90	SW, NON-IRRIGATED, CC	39	Garfield	53023	SW
1979	SOUTHEAST	90	SW, NON-IRRIGATED, CC	8	Garfield	53023	SW
1981	SOUTHEAST	90	SW, NON-IRRIGATED, CC	26.8	Garfield	53023	SW
1982	SOUTHEAST	90	SW, NON-IRRIGATED, CC	41.2	Garfield	53023	SW
1983	SOUTHEAST	90	SW, NON-IRRIGATED, CC	43.5	Garfield	53023	SW
1984	SOUTHEAST	90	SW, NON-IRRIGATED, CC	44.3	Garfield	53023	SW
1985	SOUTHEAST	90	SW, NON-IRRIGATED, CC	22.7	Garfield	53023	SW
1986	SOUTHEAST	90	SW, NON-IRRIGATED, CC	28.9	Garfield	53023	SW
1987	SOUTHEAST	90	SW, NON-IRRIGATED, CC	33.2	Garfield	53023	SW
1988	SOUTHEAST	90	SW, NON-IRRIGATED, CC	38.6	Garfield	53023	SW
1989	SOUTHEAST	90	SW, NON-IRRIGATED, CC	36	Garfield	53023	SW
1990	SOUTHEAST	90	SW, NON-IRRIGATED, CC	29.4	Garfield	53023	SW
1991	SOUTHEAST	90	SW, NON-IRRIGATED, CC	37.1	Garfield	53023	SW
1992	SOUTHEAST	90	SW, NON-IRRIGATED, CC	22.1	Garfield	53023	SW
1993	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40.3	Garfield	53023	SW
1994	SOUTHEAST	90	SW, NON-IRRIGATED, CC	15.1	Garfield	53023	SW
1995	SOUTHEAST	90	SW, NON-IRRIGATED, CC	40.4	Garfield	53023	SW
1973	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	16	Grant	53025	SW
1975	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	20	Grant	53025	SW
1976	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	15	Grant	53025	SW
1978	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	35.5	Grant	53025	SW
1981	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	22	Grant	53025	SW
1982	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	30	Grant	53025	SW
1983	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	34	Grant	53025	SW
1984	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	33.3	Grant	53025	SW
1985	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	20	Grant	53025	SW
1986	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	21	Grant	53025	SW
1987	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	35.7	Grant	53025	SW
1988	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	53.3	Grant	53025	SW
1989	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	38	Grant	53025	SW
1990	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	26.3	Grant	53025	SW
1991	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	29.8	Grant	53025	SW
1992	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	15.8	Grant	53025	SW
1993	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	47.9	Grant	53025	SW
1994	EAST CENTRAL	50	SW, NON-IRRIGATED, CC	25	Grant	53025	SW
1977	WESTERN	10	SW, NON-IRRIGATED, CC	30	Grays Harbor	53027	SW
1973	WESTERN	10	SW, NON-IRRIGATED, CC	60	Island	53029	SW
1972	CENTRAL	20	SW, NON-IRRIGATED, CC	18	Kittitas	53037	SW
1973	CENTRAL	20	SW, NON-IRRIGATED, CC	15.4	Kittitas	53037	SW
1974	CENTRAL	20	SW, NON-IRRIGATED, CC	16	Kittitas	53037	SW
