"Year","Month","tasmin","tasmax","pr","PotEvap","gcm"
2044,3,273.5965091,283.3585703,94.79869911,48.75167711,"inmcm4"
2044,4,272.1210557,285.723802,25.0446753,75.43690049,"inmcm4"
2044,5,277.6506404,296.7207998,26.87367986,160.5840439,"inmcm4"
2044,6,278.5950875,296.6391087,12.06017432,171.9438815,"inmcm4"
2044,7,282.6181175,306.4302542,1.390433837,247.9874145,"inmcm4"
2044,8,283.0842972,303.3909806,3.619384668,197.6763265,"inmcm4"
2044,9,281.6678918,292.13652,35.60009876,96.51374203,"inmcm4"
2044,10,274.0106965,288.3525436,17.98715524,59.40093679,"inmcm4"
2044,11,274.1041336,281.5749491,128.5377241,19.80952272,"inmcm4"
2044,12,270.6869158,276.8135297,163.3418517,7.784654733,"inmcm4"
2045,1,271.0610433,277.5844752,156.5222785,10.0000831,"inmcm4"
2045,2,268.1852973,277.2134499,34.02471311,11.07663133,"inmcm4"
2045,3,271.9690056,282.7226148,32.35306734,44.245355,"inmcm4"
2045,4,273.9641396,283.7415527,98.36552633,66.84047161,"inmcm4"
2045,5,277.2317315,289.6437374,27.04003183,122.1246407,"inmcm4"
2045,6,280.521822,292.317171,21.51209261,140.7038949,"inmcm4"
2045,7,283.0491898,299.0038291,18.84990995,186.7521744,"inmcm4"
2045,8,283.4405513,301.5325326,5.383313591,178.3611122,"inmcm4"
2045,9,281.0068288,300.4339708,0.683476991,129.0452932,"inmcm4"
2045,10,275.3871803,289.6637697,42.82955784,61.13664365,"inmcm4"
2045,11,273.0614298,279.0323185,127.5679156,15.16805256,"inmcm4"
2045,12,270.1339455,277.009189,102.720202,7.728940115,"inmcm4"
2046,1,269.1530196,276.0496009,143.8538263,8.770574855,"inmcm4"
2046,2,267.8640499,276.6533764,33.87204919,11.8733139,"inmcm4"
2046,3,272.7138802,284.3175958,76.37207239,48.75443198,"inmcm4"
2046,4,274.6297995,286.9803123,48.06153801,78.98825348,"inmcm4"
2046,5,280.0151563,291.399555,45.44259669,128.2892208,"inmcm4"
2046,6,281.3615029,296.5046555,3.784654611,166.9597139,"inmcm4"
2046,7,284.0036264,302.0484659,4.84589529,207.7619832,"inmcm4"
2046,8,280.5589643,303.0959023,0.590364295,196.1991728,"inmcm4"
2046,9,280.1248655,294.0687277,36.14109318,107.36581,"inmcm4"
2046,10,276.7707649,287.725636,63.71736522,51.30683797,"inmcm4"
2046,11,275.2942375,284.1028548,76.69141645,23.62022562,"inmcm4"
2046,12,269.713611,277.0891253,91.6723743,8.875726419,"inmcm4"
2047,1,268.7277863,275.3096387,75.79669235,6.651026602,"inmcm4"
2047,2,270.103513,279.8399309,15.78943182,18.7559327,"inmcm4"
2047,3,272.8240828,284.2727358,64.4479451,51.73919863,"inmcm4"
2047,4,275.155073,286.8367045,52.59058978,81.0245572,"inmcm4"
2047,5,277.5041084,287.5094396,43.61484998,110.0120036,"inmcm4"
2047,6,280.4520614,292.5639714,21.83715177,140.5165953,"inmcm4"
2047,7,284.5973018,300.2862864,9.897969685,194.3422876,"inmcm4"
2047,8,285.0875512,299.4458403,23.23923086,159.1061925,"inmcm4"
2047,9,281.6073997,292.7378679,30.75020609,102.6866043,"inmcm4"
2047,10,273.9037168,287.5673801,10.42438572,53.33561754,"inmcm4"
2047,11,273.2319968,280.1827649,159.4011634,17.3928114,"inmcm4"
2047,12,269.7854566,275.3250151,97.77218993,5.617224796,"inmcm4"
2048,1,271.1070964,277.5419036,162.5866806,10.06311464,"inmcm4"
2048,2,271.9233567,280.3326245,50.52923761,18.36948382,"inmcm4"
2048,3,273.4619239,283.8071224,105.1724357,48.8489692,"inmcm4"
2048,4,274.9033752,286.8698632,76.02711805,80.97093393,"inmcm4"
2048,5,283.3966989,296.0229838,60.27163887,153.2832227,"inmcm4"
2048,6,282.1840411,293.9849998,32.66564667,152.0060789,"inmcm4"
2048,7,285.9693809,298.3467707,26.03919863,178.9228185,"inmcm4"
2048,8,285.0174562,303.0388436,5.263020586,188.7341151,"inmcm4"
2048,9,281.7861062,293.1996182,19.52181576,100.5191616,"inmcm4"
2048,10,276.3591543,286.2459856,110.3745203,51.44344201,"inmcm4"
2048,11,273.0360182,280.6157015,71.85066667,16.47863582,"inmcm4"
2048,12,266.7509971,273.296157,52.63067717,3.820704752,"inmcm4"
2049,1,268.887346,274.8867202,62.25236081,6.527698957,"inmcm4"
2049,2,265.7372234,274.2760202,117.2385982,5.800345382,"inmcm4"
2049,3,272.9283695,283.7183142,74.46912249,47.64303849,"inmcm4"
2049,4,273.332337,285.735111,22.53866051,81.91201249,"inmcm4"
2049,5,277.0218853,294.04924,15.12398877,155.2844049,"inmcm4"
2049,6,283.0026381,302.1999383,18.51675733,203.8280945,"inmcm4"
2049,7,284.7107804,304.9878592,3.28376551,230.2425607,"inmcm4"
2049,8,284.5948628,302.8509748,9.211757029,188.2705341,"inmcm4"
2049,9,280.1585305,294.0442109,20.68058089,110.7202629,"inmcm4"
2049,10,274.9311995,285.706018,42.92192494,48.96509511,"inmcm4"
2049,11,272.2176276,279.4739163,62.48024393,14.92926283,"inmcm4"
2049,12,267.0206265,275.1630915,29.41858082,4.364458388,"inmcm4"
2050,1,269.5928973,277.6555018,76.79223262,9.488130214,"inmcm4"
2050,2,271.8653284,280.7507617,47.68262142,21.89785589,"inmcm4"
2050,3,272.9940101,281.9918706,93.36943283,44.37941062,"inmcm4"
